year_frac,tsi,tsi_unc
1942.5417,1361.3557,0.0771
1942.6250,1361.3837,0.0785
1942.7083,1361.4764,0.0778
1942.7917,1361.4357,0.0793
1942.8750,1361.3792,0.0930
1942.9583,1361.5371,0.0852
1943.0417,1361.4908,0.0774
1943.1250,1361.2454,0.0946
1943.2083,1361.3126,0.0935
1943.2917,1361.2516,0.1009
1943.3750,1361.4296,0.0790
1943.4583,1361.3784,0.0717
1943.5417,1361.2623,0.0737
1943.6250,1361.3930,0.0753
1943.7083,1361.3510,0.0745
1943.7917,1361.2590,0.0735
1943.8750,1361.2963,0.0705
1943.9583,1361.2910,0.0768
1944.0417,1361.3379,0.0691
1944.1250,1361.2660,0.0659
1944.2083,1361.2369,0.0689
1944.2917,1361.2561,0.0654
1944.3750,1361.2621,0.0658
1944.4583,1361.2762,0.0670
1944.5417,1361.2997,0.0674
1944.6250,1361.3813,0.0728
1944.7083,1361.3663,0.0764
1944.7917,1361.4446,0.0772
1944.8750,1361.3627,0.0748
1944.9583,1361.3215,0.0873
1945.0417,1361.5011,0.0798
1945.1250,1361.5096,0.0779
1945.2083,1361.3097,0.0878
1945.2917,1361.4315,0.0951
1945.3750,1361.6438,0.0903
1945.4583,1361.6227,0.0941
1945.5417,1361.6697,0.1029
1945.6250,1361.6858,0.0942
1945.7083,1361.6416,0.0970
1945.7917,1361.6066,0.1318
1945.8750,1361.9934,0.1087
1945.9583,1361.8046,0.1015
1946.0417,1361.4619,0.1288
1946.1250,1361.0022,0.2332
1946.2083,1361.9548,0.1574
1946.2917,1362.0468,0.1597
1946.3750,1362.1707,0.1626
1946.4583,1362.2638,0.1417
1946.5417,1361.4670,0.2581
1946.6250,1362.0465,0.2236
1946.7083,1362.1503,0.2018
1946.7917,1362.3269,0.1832
1946.8750,1362.2682,0.2116
1946.9583,1362.0443,0.2463
1947.0417,1362.0458,0.2250
1947.1250,1361.7283,0.2665
1947.2083,1361.4303,0.3041
1947.2917,1361.4637,0.3244
1947.3750,1362.0767,0.3284
1947.4583,1362.9904,0.2336
1947.5417,1362.5444,0.2566
1947.6250,1362.2014,0.3044
1947.7083,1362.7733,0.2406
1947.7917,1362.4921,0.2528
1947.8750,1362.4045,0.2019
1947.9583,1362.1108,0.1931
1948.0417,1362.4238,0.1659
1948.1250,1362.2975,0.1580
1948.2083,1362.1412,0.1664
1948.2917,1361.8246,0.2936
1948.3750,1362.2183,0.2909
1948.4583,1362.5144,0.2693
1948.5417,1362.6608,0.2218
1948.6250,1362.4540,0.2306
1948.7083,1362.4044,0.2179
1948.7917,1362.4250,0.2045
1948.8750,1362.4668,0.1683
1948.9583,1361.8416,0.2428
1949.0417,1362.0123,0.2195
1949.1250,1361.6407,0.3262
1949.2083,1362.0219,0.2862
1949.2917,1362.6006,0.2170
1949.3750,1362.4550,0.1792
1949.4583,1362.2051,0.1910
1949.5417,1362.1616,0.2014
1949.6250,1361.9465,0.2254
1949.7083,1362.1908,0.2312
1949.7917,1362.2595,0.2134
1949.8750,1362.1250,0.2285
1949.9583,1362.3190,0.1891
1950.0417,1362.1439,0.1734
1950.1250,1361.7435,0.1939
1950.2083,1361.9819,0.1757
1950.2917,1361.5767,0.2277
1950.3750,1362.0938,0.1782
1950.4583,1362.0475,0.1478
1950.5417,1361.8904,0.1519
1950.6250,1361.8701,0.1482
1950.7083,1361.9282,0.1143
1950.7917,1361.7960,0.1132
1950.8750,1361.6483,0.1182
1950.9583,1361.7068,0.1133
1951.0417,1361.6259,0.1233
1951.1250,1361.8552,0.1176
1951.2083,1361.7572,0.1238
1951.2917,1361.5130,0.1752
1951.3750,1361.1422,0.2480
1951.4583,1361.4565,0.2235
1951.5417,1362.0287,0.1325
1951.6250,1361.8485,0.1224
1951.7083,1361.7087,0.1365
1951.7917,1361.6986,0.1167
1951.8750,1361.6842,0.1108
1951.9583,1361.5325,0.1075
1952.0417,1361.5629,0.0989
1952.1250,1361.4733,0.0882
1952.2083,1361.4598,0.0817
1952.2917,1361.4447,0.0871
1952.3750,1361.5026,0.0847
1952.4583,1361.5060,0.0930
1952.5417,1361.4337,0.1019
1952.6250,1361.5742,0.1082
1952.7083,1361.6304,0.0939
1952.7917,1361.4473,0.0887
1952.8750,1361.2700,0.0882
1952.9583,1361.3510,0.0896
1953.0417,1361.4610,0.0869
1953.1250,1361.4220,0.0763
1953.2083,1361.3310,0.0742
1953.2917,1361.2530,0.0858
1953.3750,1361.3883,0.0787
1953.4583,1361.3853,0.0814
1953.5417,1361.3580,0.0756
1953.6250,1361.3219,0.0808
1953.7083,1361.3926,0.0788
1953.7917,1361.3629,0.0749
1953.8750,1361.2706,0.0707
1953.9583,1361.2250,0.0691
1954.0417,1361.2688,0.0718
1954.1250,1361.2680,0.0720
1954.2083,1361.1941,0.0746
1954.2917,1361.2755,0.0723
1954.3750,1361.2675,0.0720
1954.4583,1361.2582,0.0717
1954.5417,1361.2548,0.0717
1954.6250,1361.2565,0.0726
1954.7083,1361.2999,0.0730
1954.7917,1361.3286,0.0742
1954.8750,1361.3148,0.0745
1954.9583,1361.3097,0.0756
1955.0417,1361.2178,0.0850
1955.1250,1361.3527,0.0809
1955.2083,1361.4095,0.0775
1955.2917,1361.3977,0.0778
1955.3750,1361.3247,0.0822
1955.4583,1361.3460,0.0879
1955.5417,1361.4980,0.0850
1955.6250,1361.3887,0.0952
1955.7083,1361.5599,0.0931
1955.7917,1361.4622,0.1147
1955.8750,1361.4468,0.1451
1955.9583,1361.7933,0.1336
1956.0417,1361.6981,0.1555
1956.1250,1361.3638,0.2221
1956.2083,1361.9045,0.1720
1956.2917,1362.1929,0.1561
1956.3750,1361.7933,0.1948
1956.4583,1361.9967,0.1677
1956.5417,1361.9254,0.1795
1956.6250,1361.7776,0.2405
1956.7083,1362.1910,0.2247
1956.7917,1362.4430,0.2134
1956.8750,1362.0168,0.3077
1956.9583,1362.3947,0.2881
1957.0417,1362.8168,0.2303
1957.1250,1362.7411,0.1824
1957.2083,1362.4327,0.1959
1957.2917,1362.4178,0.2007
1957.3750,1362.2208,0.2302
1957.4583,1361.9152,0.3318
1957.5417,1362.4283,0.2667
1957.6250,1362.5094,0.2304
1957.7083,1361.9077,0.3587
1957.7917,1362.3375,0.3553
1957.8750,1363.0133,0.2738
1957.9583,1362.4686,0.3507
1958.0417,1362.8154,0.2759
1958.1250,1362.5168,0.2467
1958.2083,1361.8557,0.3400
1958.2917,1362.2704,0.3004
1958.3750,1362.5632,0.2473
1958.4583,1362.5243,0.2387
1958.5417,1362.0953,0.2795
1958.6250,1362.4133,0.2620
1958.7083,1362.3784,0.2851
1958.7917,1362.6594,0.2444
1958.8750,1362.6675,0.2147
1958.9583,1362.1056,0.2877
1959.0417,1361.8129,0.3794
1959.1250,1362.6514,0.2326
1959.2083,1361.9777,0.2984
1959.2917,1362.3389,0.2398
1959.3750,1362.1609,0.2503
1959.4583,1362.0960,0.2659
1959.5417,1362.1787,0.2330
1959.6250,1361.8456,0.3019
1959.7083,1362.2888,0.2237
1959.7917,1362.2427,0.1761
1959.8750,1361.8425,0.2151
1959.9583,1361.7760,0.2144
1960.0417,1361.9600,0.2212
1960.1250,1362.1581,0.1813
1960.2083,1362.0981,0.1506
1960.2917,1361.8293,0.1813
1960.3750,1361.8043,0.1816
1960.4583,1362.1180,0.1578
1960.5417,1361.8435,0.1853
1960.6250,1361.7975,0.1935
1960.7083,1362.1191,0.1576
1960.7917,1361.9889,0.1415
1960.8750,1361.7393,0.1536
1960.9583,1361.8734,0.1271
1961.0417,1361.7827,0.1164
1961.1250,1361.7361,0.0974
1961.2083,1361.5942,0.0961
1961.2917,1361.5234,0.1002
1961.3750,1361.5810,0.0949
1961.4583,1361.4086,0.1129
1961.5417,1361.3933,0.1238
1961.6250,1361.6840,0.0976
1961.7083,1361.4077,0.1190
1961.7917,1361.6146,0.0908
1961.8750,1361.5118,0.0859
1961.9583,1361.4519,0.0885
1962.0417,1361.3217,0.0949
1962.1250,1361.3060,0.1057
1962.2083,1361.4727,0.0965
1962.2917,1361.4404,0.0933
1962.3750,1361.3961,0.0946
1962.4583,1361.4811,0.0859
1962.5417,1361.4200,0.0807
1962.6250,1361.3688,0.0760
1962.7083,1361.1810,0.0910
1962.7917,1361.3514,0.0831
1962.8750,1361.3788,0.0807
1962.9583,1361.3800,0.0770
1963.0417,1361.3417,0.0759
1963.1250,1361.3456,0.0756
1963.2083,1361.3553,0.0748
1963.2917,1361.2782,0.0775
1963.3750,1361.2596,0.0849
1963.4583,1361.3296,0.0819
1963.5417,1361.3809,0.0756
1963.6250,1361.2981,0.0787
1963.7083,1361.1469,0.0896
1963.7917,1361.2758,0.0825
1963.8750,1361.3938,0.0768
1963.9583,1361.3900,0.0740
1964.0417,1361.3055,0.0713
1964.1250,1361.2924,0.0709
1964.2083,1361.2900,0.0712
1964.2917,1361.3284,0.0704
1964.3750,1361.2941,0.0695
1964.4583,1361.2861,0.0690
1964.5417,1361.2771,0.0683
1964.6250,1361.2750,0.0688
1964.7083,1361.2942,0.0689
1964.7917,1361.3096,0.0696
1964.8750,1361.3038,0.0695
1964.9583,1361.3055,0.0709
1965.0417,1361.3057,0.0716
1965.1250,1361.2940,0.0710
1965.2083,1361.3223,0.0706
1965.2917,1361.3228,0.0702
1965.3750,1361.3002,0.0740
1965.4583,1361.3771,0.0739
1965.5417,1361.3760,0.0736
1965.6250,1361.3881,0.0726
1965.7083,1361.3218,0.0728
1965.7917,1361.3284,0.0747
1965.8750,1361.3242,0.0731
1965.9583,1361.3136,0.0723
1966.0417,1361.3370,0.0785
1966.1250,1361.4070,0.0781
1966.2083,1361.3395,0.0873
1966.2917,1361.3464,0.0981
1966.3750,1361.5814,0.0911
1966.4583,1361.6274,0.0908
1966.5417,1361.5747,0.1009
1966.6250,1361.6624,0.0999
1966.7083,1361.5258,0.1115
1966.7917,1361.6444,0.1031
1966.8750,1361.6288,0.1073
1966.9583,1361.6349,0.1191
1967.0417,1361.4661,0.1647
1967.1250,1361.6979,0.1537
1967.2083,1361.6385,0.1828
1967.2917,1362.0503,0.1219
1967.3750,1361.6189,0.1622
1967.4583,1361.7866,0.1291
1967.5417,1361.5917,0.1552
1967.6250,1361.6663,0.1719
1967.7083,1362.0507,0.1259
1967.7917,1361.9154,0.1330
1967.8750,1361.7352,0.1509
1967.9583,1361.6265,0.1775
1968.0417,1361.6825,0.2135
1968.1250,1361.9904,0.1849
1968.2083,1362.0809,0.1415
1968.2917,1361.9121,0.1251
1968.3750,1361.6276,0.1685
1968.4583,1361.5660,0.1757
1968.5417,1361.7847,0.1488
1968.6250,1361.7094,0.1581
1968.7083,1361.8163,0.1439
1968.7917,1361.8217,0.1531
1968.8750,1361.8479,0.1383
1968.9583,1361.6589,0.1603
1969.0417,1361.7872,0.1558
1969.1250,1361.9324,0.1472
1969.2083,1361.7576,0.1898
1969.2917,1361.9167,0.1686
1969.3750,1361.9492,0.1507
1969.4583,1361.7538,0.1793
1969.5417,1361.9760,0.1413
1969.6250,1361.9036,0.1465
1969.7083,1362.0052,0.1255
1969.7917,1361.6981,0.1607
1969.8750,1361.7501,0.1675
1969.9583,1361.8771,0.1460
1970.0417,1361.8010,0.1627
1970.1250,1361.6753,0.1986
1970.2083,1362.0779,0.1554
1970.2917,1361.8578,0.1799
1970.3750,1361.7317,0.1988
1970.4583,1361.9685,0.1636
1970.5417,1361.8042,0.1737
1970.6250,1361.9215,0.1433
1970.7083,1361.8002,0.1491
1970.7917,1361.8386,0.1464
1970.8750,1361.8328,0.1614
1970.9583,1361.8816,0.1488
1971.0417,1361.6272,0.1770
1971.1250,1361.6896,0.1474
1971.2083,1361.7468,0.1088
1971.2917,1361.5632,0.1138
1971.3750,1361.5775,0.1069
1971.4583,1361.6584,0.0974
1971.5417,1361.4293,0.1254
1971.6250,1361.4008,0.1273
1971.7083,1361.6577,0.1001
1971.7917,1361.3588,0.1181
1971.8750,1361.4739,0.1129
1971.9583,1361.5361,0.1214
1972.0417,1361.7437,0.1028
1972.1250,1361.5400,0.1415
1972.2083,1361.6204,0.1357
1972.2917,1361.8308,0.1081
1972.3750,1361.5281,0.1386
1972.4583,1361.6233,0.1430
1972.5417,1361.8080,0.1216
1972.6250,1361.7053,0.1259
1972.7083,1361.7495,0.1055
1972.7917,1361.4884,0.1216
1972.8750,1361.6082,0.0962
1972.9583,1361.4517,0.0968
1973.0417,1361.5281,0.0916
1973.1250,1361.4995,0.0902
1973.2083,1361.3502,0.1007
1973.2917,1361.3999,0.1039
1973.3750,1361.5310,0.0923
1973.4583,1361.4863,0.0894
1973.5417,1361.4484,0.0840
1973.6250,1361.4093,0.0805
1973.7083,1361.2368,0.1076
1973.7917,1361.4066,0.0869
1973.8750,1361.3606,0.0791
1973.9583,1361.3307,0.0773
1974.0417,1361.3252,0.0764
1974.1250,1361.3242,0.0774
1974.2083,1361.3710,0.0757
1974.2917,1361.2853,0.0839
1974.3750,1361.4230,0.0858
1974.4583,1361.4480,0.0843
1974.5417,1361.2273,0.1032
1974.6250,1361.3646,0.0849
1974.7083,1361.2642,0.0893
1974.7917,1361.2915,0.0950
1974.8750,1361.4236,0.0839
1974.9583,1361.3254,0.0787
1975.0417,1361.2854,0.0737
1975.1250,1361.2616,0.0717
1975.2083,1361.2625,0.0705
1975.2917,1361.2815,0.0703
1975.3750,1361.2869,0.0718
1975.4583,1361.2657,0.0722
1975.5417,1361.2236,0.0775
1975.6250,1361.1487,0.0969
1975.7083,1361.4480,0.0782
1975.7917,1361.3324,0.0753
1975.8750,1361.2452,0.0761
1975.9583,1361.2980,0.0720
1976.0417,1361.2709,0.0665
1976.1250,1361.2650,0.0631
1976.2083,1361.1595,0.0709
1976.2917,1361.2051,0.0726
1976.3750,1361.3026,0.0661
1976.4583,1361.2734,0.0651
1976.5417,1361.2355,0.0618
1976.6250,1361.2334,0.0703
1976.7083,1361.2908,0.0684
1976.7917,1361.3384,0.0702
1976.8750,1361.2686,0.0650
1976.9583,1361.2306,0.0668
1977.0417,1361.2944,0.0677
1977.1250,1361.3986,0.0749
1977.2083,1361.3700,0.0684
1977.2917,1361.3494,0.0705
1977.3750,1361.4407,0.0736
1977.4583,1361.2842,0.0929
1977.5417,1361.4373,0.0745
1977.6250,1361.4773,0.0792
1977.7083,1361.2451,0.1039
1977.7917,1361.4700,0.0949
1977.8750,1361.7826,0.0914
1977.9583,1361.5920,0.1000
1978.0417,1361.7965,0.0984
1978.1250,1361.4407,0.1498
1978.2083,1361.6738,0.1224
1978.2917,1361.6823,0.1365
1978.3750,1361.8182,0.1346
1978.4583,1361.9956,0.1300
1978.5417,1361.9633,0.1198
1978.6250,1362.1033,0.1084
1978.7083,1361.7832,0.1665
1978.7917,1362.1195,0.1430
1978.8750,1361.9269,0.1417
1978.9583,1361.4049,0.1950
1979.0417,1361.9319,0.2041
1979.1250,1362.2645,0.1945
1979.2083,1362.7245,0.1725
1979.2917,1362.1917,0.1721
1979.3750,1362.2980,0.1625
1979.4583,1361.6838,0.2105
1979.5417,1362.1976,0.1701
1979.6250,1362.0955,0.1775
1979.7083,1362.1509,0.1973
1979.7917,1362.1473,0.2134
1979.8750,1361.9227,0.2432
1979.9583,1362.4775,0.1801
1980.0417,1362.4476,0.1850
1980.1250,1362.1923,0.1887
1980.2083,1362.6199,0.1529
1980.2917,1361.8197,0.2169
1980.3750,1361.9757,0.2342
1980.4583,1362.3445,0.1776
1980.5417,1362.2699,0.1804
1980.6250,1362.2822,0.1600
1980.7083,1362.1666,0.1801
1980.7917,1362.1173,0.2004
1980.8750,1361.6118,0.2377
1980.9583,1362.5387,0.2004
1981.0417,1362.6483,0.1546
1981.1250,1362.1078,0.1905
1981.2083,1362.2867,0.1982
1981.2917,1362.6357,0.1982
1981.3750,1362.3014,0.1965
1981.4583,1362.1619,0.1582
1981.5417,1361.3440,0.2369
1981.6250,1362.6686,0.1757
1981.7083,1362.3064,0.2258
1981.7917,1361.9688,0.2404
1981.8750,1362.3232,0.2006
1981.9583,1362.2302,0.2112
1982.0417,1362.4714,0.1612
1982.1250,1361.3713,0.2556
1982.2083,1361.3518,0.2628
1982.2917,1362.0371,0.1677
1982.3750,1361.9899,0.1484
1982.4583,1361.0560,0.2229
1982.5417,1361.7031,0.1694
1982.6250,1361.7426,0.1773
1982.7083,1362.0724,0.1700
1982.7917,1362.2015,0.1600
1982.8750,1361.8754,0.1576
1982.9583,1361.7615,0.2013
1983.0417,1362.0726,0.1408
1983.1250,1361.8119,0.1202
1983.2083,1361.8257,0.1148
1983.2917,1361.8279,0.1177
1983.3750,1361.6686,0.1401
1983.4583,1361.6803,0.1471
1983.5417,1361.8835,0.1206
1983.6250,1362.0338,0.1174
1983.7083,1361.8439,0.1034
1983.7917,1361.6484,0.1073
1983.8750,1361.7467,0.0868
1983.9583,1361.6750,0.0874
1984.0417,1360.9341,0.1375
1984.1250,1361.1810,0.1528
1984.2083,1361.7621,0.1154
1984.2917,1361.0679,0.1589
1984.3750,1361.3163,0.1381
1984.4583,1361.6952,0.0996
1984.5417,1361.7286,0.0890
1984.6250,1361.5863,0.0816
1984.7083,1361.5039,0.0757
1984.7917,1361.3954,0.0705
1984.8750,1361.2771,0.0716
1984.9583,1361.3617,0.0697
1985.0417,1361.2440,0.0671
1985.1250,1361.3068,0.0673
1985.2083,1361.2611,0.0668
1985.2917,1361.1294,0.0701
1985.3750,1361.2296,0.0731
1985.4583,1361.2910,0.0709
1985.5417,1361.2340,0.0732
1985.6250,1361.3628,0.0685
1985.7083,1361.2748,0.0644
1985.7917,1361.1940,0.0671
1985.8750,1361.2491,0.0656
1985.9583,1361.2940,0.0662
1986.0417,1361.2906,0.0648
1986.1250,1361.1675,0.0754
1986.2083,1361.3021,0.0692
1986.2917,1361.2607,0.0685
1986.3750,1361.3339,0.0671
1986.4583,1361.2650,0.0635
1986.5417,1361.2526,0.0652
1986.6250,1361.2040,0.0635
1986.7083,1361.2097,0.0617
1986.7917,1361.2418,0.0713
1986.8750,1361.3250,0.0688
1986.9583,1361.2795,0.0644
1987.0417,1361.2693,0.0644
1987.1250,1361.2632,0.0636
1987.2083,1361.2670,0.0658
1987.2917,1361.2163,0.0770
1987.3750,1361.3450,0.0786
1987.4583,1361.4546,0.0732
1987.5417,1361.4686,0.0769
1987.6250,1361.3750,0.0814
1987.7083,1361.4590,0.0765
1987.7917,1361.4420,0.0848
1987.8750,1361.5863,0.0877
1987.9583,1361.6024,0.0820
1988.0417,1361.6593,0.0917
1988.1250,1361.7173,0.0932
1988.2083,1361.5340,0.1040
1988.2917,1361.6476,0.1142
1988.3750,1361.9204,0.1015
1988.4583,1361.5718,0.1401
1988.5417,1361.3488,0.1644
1988.6250,1361.7100,0.1457
1988.7083,1361.9706,0.1313
1988.7917,1361.6415,0.1585
1988.8750,1361.9169,0.1457
1988.9583,1361.8024,0.1850
1989.0417,1362.0247,0.2090
1989.1250,1362.1587,0.2019
1989.2083,1361.9265,0.1959
1989.2917,1362.1699,0.1736
1989.3750,1362.3761,0.1730
1989.4583,1361.8240,0.2594
1989.5417,1362.7047,0.1609
1989.6250,1362.0500,0.2159
1989.7083,1361.7678,0.2347
1989.7917,1362.5636,0.1802
1989.8750,1362.3940,0.2103
1989.9583,1362.4291,0.1970
1990.0417,1362.4414,0.1848
1990.1250,1362.2257,0.1656
1990.2083,1362.2379,0.1645
1990.2917,1362.4851,0.1604
1990.3750,1362.1062,0.1727
1990.4583,1362.3877,0.1497
1990.5417,1362.0226,0.1801
1990.6250,1361.6699,0.2329
1990.7083,1362.4089,0.1652
1990.7917,1362.1974,0.1732
1990.8750,1361.3508,0.1980
1990.9583,1361.9210,0.1759
1991.0417,1361.5348,0.2321
1991.1250,1361.8354,0.2337
1991.2083,1361.9319,0.2053
1991.2917,1362.6871,0.1655
1991.3750,1361.9824,0.1866
1991.4583,1361.9777,0.2018
1991.5417,1362.2300,0.2023
1991.6250,1362.1930,0.2095
1991.7083,1362.5004,0.1648
1991.7917,1361.6536,0.2205
1991.8750,1362.2210,0.1549
1991.9583,1361.4285,0.2271
1992.0417,1362.0728,0.1992
1992.1250,1361.9536,0.2225
1992.2083,1362.3589,0.1517
1992.2917,1362.2018,0.1457
1992.3750,1362.0342,0.1151
1992.4583,1361.9097,0.1083
1992.5417,1361.6243,0.1306
1992.6250,1361.6045,0.1213
1992.7083,1361.7617,0.1062
1992.7917,1361.4755,0.1318
1992.8750,1361.7032,0.1358
1992.9583,1361.8820,0.1209
1993.0417,1361.9104,0.1053
1993.1250,1361.4453,0.1392
1993.2083,1361.8000,0.1203
1993.2917,1361.7788,0.1082
1993.3750,1361.7452,0.1016
1993.4583,1361.7415,0.1021
1993.5417,1361.6942,0.0969
1993.6250,1361.6530,0.0890
1993.7083,1361.4954,0.0795
1993.7917,1361.2960,0.0950
1993.8750,1361.3310,0.0924
1993.9583,1361.4610,0.0934
1994.0417,1361.2896,0.1139
1994.1250,1361.5887,0.0894
1994.2083,1361.6433,0.0829
1994.2917,1361.4783,0.0747
1994.3750,1361.3860,0.0752
1994.4583,1361.3780,0.0726
1994.5417,1361.3567,0.0759
1994.6250,1361.3743,0.0730
1994.7083,1361.2416,0.0759
1994.7917,1361.2976,0.0807
1994.8750,1361.4373,0.0748
1994.9583,1361.2954,0.0772
1995.0417,1361.4304,0.0752
1995.1250,1361.4099,0.0770
1995.2083,1361.3363,0.0782
1995.2917,1361.2808,0.0714
1995.3750,1361.2805,0.0694
1995.4583,1361.3293,0.0707
1995.5417,1361.3048,0.0694
1995.6250,1361.3181,0.0679
1995.7083,1361.3000,0.0663
1995.7917,1361.2302,0.0698
1995.8750,1361.2811,0.0665
1995.9583,1361.2410,0.0642
1996.0417,1361.2712,0.0660
1996.1250,1361.2280,0.0625
1996.2083,1361.1904,0.0623
1996.2917,1361.2086,0.0617
1996.3750,1361.2434,0.0640
1996.4583,1361.2332,0.0647
1996.5417,1361.2281,0.0659
1996.6250,1361.2538,0.0677
1996.7083,1361.2888,0.0646
1996.7917,1361.2366,0.0625
1996.8750,1361.1157,0.0694
1996.9583,1361.3204,0.0676
1997.0417,1361.2993,0.0652
1997.1250,1361.2887,0.0645
1997.2083,1361.3068,0.0661
1997.2917,1361.3026,0.0669
1997.3750,1361.3402,0.0696
1997.4583,1361.3289,0.0678
1997.5417,1361.3320,0.0668
1997.6250,1361.3864,0.0722
1997.7083,1361.2416,0.0919
1997.7917,1361.5432,0.0770
1997.8750,1361.4308,0.0870
1997.9583,1361.4747,0.0886
1998.0417,1361.5787,0.0836
1998.1250,1361.5168,0.0826
1998.2083,1361.4003,0.0969
1998.2917,1361.6934,0.0957
1998.3750,1361.6041,0.0958
1998.4583,1361.6506,0.0999
1998.5417,1361.8511,0.1079
1998.6250,1361.6605,0.1279
1998.7083,1361.6462,0.1318
1998.7917,1361.9623,0.1027
1998.8750,1361.8809,0.1183
1998.9583,1361.9692,0.1279
1999.0417,1362.1042,0.1119
1999.1250,1361.8348,0.1189
1999.2083,1361.9711,0.1089
1999.2917,1361.8689,0.1013
1999.3750,1361.9812,0.1267
1999.4583,1361.9734,0.1546
1999.5417,1362.0599,0.1481
1999.6250,1362.0675,0.1468
1999.7083,1362.2136,0.1159
1999.7917,1361.7329,0.1563
1999.8750,1361.9132,0.1712
1999.9583,1361.9463,0.1536
2000.0417,1362.3506,0.1335
2000.1250,1362.1687,0.1514
2000.2083,1361.9939,0.1919
2000.2917,1362.2375,0.1786
2000.3750,1361.9108,0.1796
2000.4583,1362.0281,0.1782
2000.5417,1362.1401,0.2017
2000.6250,1362.5767,0.1494
2000.7083,1361.9840,0.1787
2000.7917,1362.6084,0.1470
2000.8750,1362.4606,0.1613
2000.9583,1362.5686,0.1483
2001.0417,1362.2892,0.1387
2001.1250,1362.3119,0.1226
2001.2083,1361.8824,0.1581
2001.2917,1361.8597,0.1610
2001.3750,1362.0925,0.1334
2001.4583,1362.0206,0.1608
2001.5417,1362.2170,0.1234
2001.6250,1361.9353,0.1482
2001.7083,1361.7737,0.2184
2001.7917,1362.2314,0.1944
2001.8750,1361.9543,0.1971
2001.9583,1362.4086,0.2032
2002.0417,1362.8835,0.1884
2002.1250,1362.8602,0.1703
2002.2083,1362.5936,0.1544
2002.2917,1362.1416,0.1782
2002.3750,1362.1659,0.1729
2002.4583,1362.1512,0.1457
2002.5417,1361.6290,0.1781
2002.6250,1361.7991,0.1844
2002.7083,1361.9845,0.1749
2002.7917,1361.9357,0.1649
2002.8750,1361.8413,0.1618
2002.9583,1362.3444,0.1360
2003.0417,1362.2438,0.1251
2003.1250,1362.1492,0.1048
2003.2083,1361.6288,0.1272
2003.2917,1361.6735,0.1198
2003.3750,1361.6788,0.1073
2003.4583,1361.5311,0.1203
2003.5417,1361.6709,0.1231
2003.6250,1361.7899,0.1121
2003.7083,1361.8505,0.1006
2003.7917,1360.7906,0.1910
2003.8750,1361.5948,0.1274
2003.9583,1361.7275,0.1008
2004.0417,1361.5123,0.1039
2004.1250,1361.5675,0.0974
2004.2083,1361.5515,0.0985
2004.2917,1361.6261,0.0897
2004.3750,1361.4795,0.0907
2004.4583,1361.5060,0.0923
2004.5417,1361.1465,0.1131
2004.6250,1361.2194,0.1071
2004.7083,1361.4816,0.0906
2004.7917,1361.5154,0.0922
2004.8750,1361.4349,0.1020
2004.9583,1361.6178,0.0835
2005.0417,1361.1162,0.1017
2005.1250,1361.3435,0.0847
2005.2083,1361.3130,0.0780
2005.2917,1361.2676,0.0772
2005.3750,1361.2483,0.0909
2005.4583,1361.2291,0.0877
2005.5417,1361.2877,0.0888
2005.6250,1361.3584,0.0823
2005.7083,1361.1774,0.0833
2005.7917,1361.3395,0.0674
2005.8750,1361.1814,0.0747
2005.9583,1361.2891,0.0803
2006.0417,1361.3391,0.0700
2006.1250,1361.3048,0.0649
2006.2083,1361.2397,0.0645
2006.2917,1361.2620,0.0779
2006.3750,1361.4227,0.0727
2006.4583,1361.2767,0.0693
2006.5417,1361.2229,0.0703
2006.6250,1361.0892,0.0738
2006.7083,1361.2620,0.0691
2006.7917,1361.2800,0.0663
2006.8750,1361.0597,0.0803
2006.9583,1361.0748,0.0727
2007.0417,1361.0900,0.0715
2007.1250,1361.1149,0.0651
2007.2083,1361.1953,0.0618
2007.2917,1361.1434,0.0626
2007.3750,1361.1669,0.0655
2007.4583,1361.2335,0.0666
2007.5417,1361.1835,0.0661
2007.6250,1361.2196,0.0636
2007.7083,1361.1638,0.0604
2007.7917,1361.1630,0.0600
2007.8750,1361.1566,0.0595
2007.9583,1361.1880,0.0633
2008.0417,1361.2716,0.0631
2008.1250,1361.2172,0.0610
2008.2083,1361.1671,0.0633
2008.2917,1361.2498,0.0625
2008.3750,1361.2313,0.0616
2008.4583,1361.1765,0.0596
2008.5417,1361.1759,0.0595
2008.6250,1361.1876,0.0599
2008.7083,1361.1763,0.0595
2008.7917,1361.1957,0.0604
2008.8750,1361.1726,0.0599
2008.9583,1361.1406,0.0583
2009.0417,1361.1430,0.0582
2009.1250,1361.1578,0.0588
2009.2083,1361.1624,0.0589
2009.2917,1361.1606,0.0588
2009.3750,1361.2239,0.0613
2009.4583,1361.2194,0.0613
2009.5417,1361.1716,0.0602
2009.6250,1361.1616,0.0589
2009.7083,1361.1797,0.0600
2009.7917,1361.2013,0.0617
2009.8750,1361.2705,0.0632
2009.9583,1361.2396,0.0648
2010.0417,1361.2754,0.0684
2010.1250,1361.3927,0.0717
2010.2083,1361.3057,0.0722
2010.2917,1361.3822,0.0687
2010.3750,1361.3627,0.0680
2010.4583,1361.3256,0.0672
2010.5417,1361.4047,0.0730
2010.6250,1361.3546,0.0751
2010.7083,1361.3553,0.0786
2010.7917,1361.2633,0.0759
2010.8750,1361.3619,0.0740
2010.9583,1361.2983,0.0757
